Employee Code,Employee Name,Trade,Org,Qualification,Qualification Start,Expiration,Temp Disqualified,Qualification Desc,Class
EMP_0013,Employee EMP_0013,EL,ATR,DEEP.3.WE.LBAR.S,2025-07-22 00:00:00.0,2026-07-22 00:00:00.0,-,FURYSIS DESCENT: Weekly Mechanical Lapbar-Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,DEEP.1.S,2023-04-19 00:00:00.0,2028-04-19 00:00:00.0,-,DESCENT: General Ride/Attraction Operations - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,DEEP.3.WE.LBAR.S,2023-09-28 00:00:00.0,2024-09-28 00:00:00.0,-,FURYSIS DESCENT: Weekly Mechanical Lapbar-Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,DEEP.5.S,2025-08-25 00:00:00.0,2027-02-25 00:00:00.0,-,DESCENT: Reactive - Skilled,SKILL
ENG_M1_17,Employee ENG_M1_17,RT,ATR,DRMS.4.MM.S,2025-08-04 00:00:00.0,2028-08-04 00:00:00.0,-,DRMS: Monthly Mechanical Ride - Skilled,SKILL
ENG_M1_17,Employee ENG_M1_17,RT,ATR,DRMS.5.S,2024-12-22 00:00:00.0,2027-12-22 00:00:00.0,-,DRMS: Reactive - Skilled,SKILL
EMP_0011,Employee EMP_0011,RT,ATR,DEEP.3.WM.S,2024-11-04 00:00:00.0,2025-11-04 00:00:00.0,-,DESCENT: Weekly Mechanical Ride - Skilled,SKILL
EMP_0011,Employee EMP_0011,RT,ATR,DEEP.3.WE.LBAR.S,2024-11-04 00:00:00.0,2025-11-04 00:00:00.0,-,FURYSIS DESCENT: Weekly Mechanical Lapbar-Skilled,SKILL
EMP_0043,Employee EMP_0043,RT,ATR,SPIN.1.S,2023-04-25 00:00:00.0,2028-04-25 00:00:00.0,-,SPINFIRE: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_07,Employee ENG_M1_07,RT,ATR,KART.4.MM.C.S,2025-07-13 00:00:00.0,2028-07-13 00:00:00.0,-,GO KARTS: Monthly Mechanical Cars - Skilled,SKILL
EMP_0024,Employee EMP_0024,RT,ATR,BLDE.5.S,2023-04-03 00:00:00.0,2024-04-03 00:00:00.0,-,BLADE: Reactive - Skilled,SKILL
EMP_0011,Employee EMP_0011,RT,ATR,BLDE.5.S,2024-07-11 00:00:00.0,2026-07-11 00:00:00.0,-,BLADE: Reactive - Skilled,SKILL
ENG_M2_19,Employee ENG_M2_19,RT,ATR,INFR.5.S,2025-05-03 00:00:00.0,2026-11-03 00:00:00.0,-,INFRERMAN: Reactive - Skilled,SKILL
ENG_M1_17,Employee ENG_M1_17,RT,ATR,SPIN.1.S,2023-05-22 00:00:00.0,2033-05-22 00:00:00.0,-,SPINFIRE: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_19,Employee ENG_M2_19,RT,ATR,SWNG.3.WM.S,2025-06-30 00:00:00.0,2028-06-30 00:00:00.0,-,SWINGSHIP: Weekly Mechanical Ride - Skilled,SKILL
ENG_M2_19,Employee ENG_M2_19,RT,ATR,PITR.2.DM.S,2025-06-30 00:00:00.0,2028-06-30 00:00:00.0,-,PIRATE SPIN: Daily Mechanical Ride - Skilled,SKILL
ENG_M2_19,Employee ENG_M2_19,RT,ATR,PITR.3.WM.S,2025-06-30 00:00:00.0,2028-06-30 00:00:00.0,-,PIRATE SPIN: Weekly Mechanical Ride - Skilled,SKILL
ENG_E1_06,Employee ENG_E1_06,EL,ATR,TWST.6.AE.T.S,2023-02-23 00:00:00.0,2028-02-23 00:00:00.0,-,TWISTER: Annual Electrical (Winter) Train Maintenance - Skilled,SKILL
EMP_0016,Employee EMP_0016,EL,ATR,RPDS.1.S,2017-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,RIVER RAPIDS: General Ride/Attraction Operations - Skilled,SKILL
EMP_0032,Employee EMP_0032,RT,ATR,APEX.2.DE.T.S,2024-06-16 00:00:00.0,2025-06-16 00:00:00.0,-,APEX DROP: Daily Electrical Shuttle - Skilled,SKILL
EMP_0006,Employee EMP_0006,EL,ATR,SHFT.BRC,2023-04-22 00:00:00.0,2026-04-22 00:00:00.0,-,Shadowrift: Block Reset Controller,SKILL
EMP_0006,Employee EMP_0006,EL,ATR,APEX.BRC,2023-04-22 00:00:00.0,2026-04-22 00:00:00.0,-,Attraction: Block Reset Controller,SKILL
ENG_E1_06,Employee ENG_E1_06,EL,ATR,CRSL.6.AE.S,2023-02-23 00:00:00.0,2028-02-23 00:00:00.0,-,ROYAL CAROUSEL: Annual Electrical (Winter) Maintenance - Skilled,SKILL
ENG_E1_06,Employee ENG_E1_06,EL,ATR,KART.6.AE.S,2023-02-23 00:00:00.0,2028-02-23 00:00:00.0,-,GO KARTS: Annual Electrical (Winter) Maintenance - Skilled,SKILL
ENG_E1_05,Employee ENG_E1_05,EL,ATR,SHFT.1.S,2023-03-08 00:00:00.0,2033-03-08 00:00:00.0,-,SHADOWRIFT: General Ride/Attraction Operations - Skilled,SKILL
ENG_E1_01,Employee ENG_E1_01,EL,ATR,INFR.1.S,2023-03-15 00:00:00.0,2033-03-15 00:00:00.0,-,INFRERMAN: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_04,Employee ENG_M2_04,EL,ATR,INFR.6.AE.T.S,2023-05-16 00:00:00.0,2028-05-16 00:00:00.0,-,INFRERMAN: Annual Electrical (Winter) Train Maintenance - Skilled,SKILL
ENG_M2_04,Employee ENG_M2_04,EL,ATR,INFR.6.AE.R.S,2023-05-16 00:00:00.0,2028-05-16 00:00:00.0,-,INFRERMAN: Annual Electrical (Winter) Ride Maintenance - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,DEEP.1.S,2023-05-03 00:00:00.0,2033-05-03 00:00:00.0,-,DESCENT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_16,Employee ENG_M1_16,RT,ATR,SWNG.2.DE.S,2025-03-16 00:00:00.0,2028-03-16 00:00:00.0,-,SWINGSHIP: Daily Electrical Ride - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,DEEP.2.DM.S,2025-08-17 00:00:00.0,2026-08-17 00:00:00.0,-,DESCENT: Daily Mechanical Ride - Skilled,SKILL
ENG_M2_02,Employee ENG_M2_02,EL,ATR,DEEP.3.WE.LBAR.S,2025-04-14 00:00:00.0,2026-04-14 00:00:00.0,-,FURYSIS DESCENT: Weekly Mechanical Lapbar-Skilled,SKILL
ENG_M2_02,Employee ENG_M2_02,EL,ATR,DEEP.4.WM.S,2023-05-05 00:00:00.0,2024-05-05 00:00:00.0,-,DESCENT: Monthly Mechanical Ride - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,DEEP.3.WE.LBAR.S,2025-07-22 00:00:00.0,2026-07-22 00:00:00.0,-,FURYSIS DESCENT: Weekly Mechanical Lapbar-Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,DEEP.3.WM.S,2024-09-28 00:00:00.0,2025-09-28 00:00:00.0,-,DESCENT: Weekly Mechanical Ride - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,DEEP.E.1D.R.02,2025-08-17 00:00:00.0,2026-08-17 00:00:00.0,-,FURYSIS SUB TERRA: Electrical Ride Daily,SKILL
ENG_M2_02,Employee ENG_M2_02,EL,ATR,DEEP.3.WM.S,2025-04-14 00:00:00.0,2026-04-14 00:00:00.0,-,DESCENT: Weekly Mechanical Ride - Skilled,SKILL
ENG_M2_02,Employee ENG_M2_02,EL,ATR,DEEP.5.S,2025-08-01 00:00:00.0,2027-02-01 00:00:00.0,-,DESCENT: Reactive - Skilled,SKILL
ENG_M1_14,Employee ENG_M1_14,RT,ATR,CRSL.5.S,2025-06-18 00:00:00.0,2028-06-18 00:00:00.0,-,ROYAL CAROUSEL: Reactive - Skilled,SKILL
ENG_M1_11,Employee ENG_M1_11,RT,ATR,KART.2.DM.S,2025-08-17 00:00:00.0,2061-08-17 00:00:00.0,-,GO KARTS: Daily Mechanical Ride - Skilled,SKILL
EMP_0036,Employee EMP_0036,EAS,ATR,TWST.1.S,2023-05-28 00:00:00.0,2033-05-28 00:00:00.0,-,TWISTER: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_16,Employee ENG_M1_16,RT,ATR,SWNG.1.S,2024-09-02 00:00:00.0,2029-09-02 00:00:00.0,-,SWINGSHIP: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_05,Employee ENG_M1_05,RT,ATR,APEX.3.WE.T.S,2025-07-15 00:00:00.0,2026-07-15 00:00:00.0,-,APEX DROP: Weekly Electrical Train - Skilled,SKILL
ENG_M1_16,Employee ENG_M1_16,RT,ATR,SWNG.2.DM.S,2025-03-16 00:00:00.0,2028-03-16 00:00:00.0,-,SWINGSHIP: Daily Mechanical Ride - Skilled,SKILL
ENG_M1_16,Employee ENG_M1_16,RT,ATR,PITR.1.S,2024-09-02 00:00:00.0,2029-09-02 00:00:00.0,-,PIRATE SPIN: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_16,Employee ENG_M1_16,RT,ATR,PITR.2.DM.S,2024-10-29 00:00:00.0,2027-10-29 00:00:00.0,-,PIRATE SPIN: Daily Mechanical Ride - Skilled,SKILL
ENG_A_01,Employee ENG_A_01,RT,ATR,BNCE.5.S,2024-11-04 00:00:00.0,2027-11-04 00:00:00.0,-,Characters Bounce: Reactive - Skilled,SKILL
ENG_A_01,Employee ENG_A_01,RT,ATR,BNCE.3.WM.S,2023-10-24 00:00:00.0,2026-10-24 00:00:00.0,-,Characters Bounce: Weekly Mechanical Ride,SKILL
ENG_M1_02,Employee ENG_M1_02,RT,ATR,KART.1.S,2017-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,GO KARTS: General Ride/Attraction Operations - Skilled,SKILL
ENG_E1_04,Employee ENG_E1_04,EL,ATR,KART.1.S,2022-08-31 00:00:00.0,2030-08-31 00:00:00.0,-,GO KARTS: General Ride/Attraction Operations - Skilled,SKILL
ENG_A_08,Employee ENG_A_08,EL,ATR,NOVA.1.S,2019-04-11 00:00:00.0,2030-04-11 00:00:00.0,-,NOVACTICA: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_02,Employee ENG_M2_02,EL,ATR,NOVA.1.S,2006-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,NOVACTICA: General Ride/Attraction Operations - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,RACE.1.S,2016-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,RACEWAY: General Ride/Attraction Operations - Skilled,SKILL
EMP_0005,Employee EMP_0005,RT,ATR,RACE.1.S,2021-03-18 00:00:00.0,2030-03-18 00:00:00.0,-,RACEWAY: General Ride/Attraction Operations - Skilled,SKILL
EMP_0031,Employee EMP_0031,RT,ATR,BNCE.1.S,2019-03-24 00:00:00.0,2030-03-24 00:00:00.0,-,Characters Bounce: General Rides/Attractions Operations – Skilled,SKILL
ENG_A_07,Employee ENG_A_07,RT,ATR,SWNG.1.S,2017-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,SWINGSHIP: General Ride/Attraction Operations - Skilled,SKILL
ENG_A_07,Employee ENG_A_07,RT,ATR,DRMS.1.S,2007-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,DRMS: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,TRNS.1.S,2017-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,TRNSRAIL: General Ride/Attraction Operations - Skilled,SKILL
EMP_0024,Employee EMP_0024,RT,ATR,TRNS.1.S,2022-03-06 00:00:00.0,2030-03-06 00:00:00.0,-,TRNSRAIL: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_09,Employee ENG_M2_09,RT,ATR,TRNS.1.S,2017-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,TRNSRAIL: General Ride/Attraction Operations - Skilled,SKILL
EMP_0005,Employee EMP_0005,RT,ATR,AQUA.1.S,2021-03-18 00:00:00.0,2030-03-18 00:00:00.0,-,AQUANAUTS: General Ride/Attraction Operations - Skilled,SKILL
EMP_0017,Employee EMP_0017,EL,ATR,TRNS.1.S,2022-07-01 00:00:00.0,2030-07-01 00:00:00.0,-,TRNSRAIL: General Ride/Attraction Operations - Skilled,SKILL
ENG_A_10,Employee ENG_A_10,RT,ATR,PPAT.1.S,2014-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
ENG_E1_01,Employee ENG_E1_01,EL,ATR,PPAT.1.S,2014-01-01 00:00:00.0,2030-01-01 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_02,Employee ENG_M1_02,RT,ATR,JUMP.1.S,2016-06-09 00:00:00.0,2030-06-09 00:00:00.0,-,Raj's Bouncy Bottom Burp: General Ride/Attraction Operations - Skilled,SKILL
EMP_0007,Employee EMP_0007,EL,ATR,PPAT.1.S,2020-08-12 00:00:00.0,2030-08-12 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_19,Employee ENG_M2_19,RT,ATR,AQUA.1.S,2022-08-13 00:00:00.0,2030-08-13 00:00:00.0,-,AQUANAUTS: General Ride/Attraction Operations - Skilled,SKILL
ENG_E2_02,Employee ENG_E2_02,RT,ATR,RPDS.1.S,2022-09-09 00:00:00.0,2030-09-09 00:00:00.0,-,RIVER RAPIDS: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_03,Employee ENG_M1_03,RT,ATR,CRSL.1.S,2017-01-01 00:00:00.0,2037-01-01 00:00:00.0,-,ROYAL CAROUSEL: General Ride/Attraction Operations - Skilled,SKILL
EMP_0006,Employee EMP_0006,EL,ATR,TWST.4.ME.T.S,2023-04-04 00:00:00.0,2024-04-04 00:00:00.0,-,TWISTER: Monthly Electrical Train - Skilled,SKILL
EMP_0023,Employee EMP_0023,EL,ATR,INFR.1.S,2024-07-11 00:00:00.0,2034-07-11 00:00:00.0,-,INFRERMAN: General Ride/Attraction Operations - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,KART.5.S,2024-07-17 00:00:00.0,2027-07-17 00:00:00.0,-,GO KARTS: Reactive - Skilled,SKILL
ENG_M2_06,Employee ENG_M2_06,EL,ATR,SPIN.4.ME.C.S,2024-08-06 00:00:00.0,2025-08-06 00:00:00.0,-,SPINFIRE: Monthly Electrical Car - Skilled,SKILL
EMP_0011,Employee EMP_0011,RT,ATR,NOVA.1.S,2022-07-16 00:00:00.0,2030-07-16 00:00:00.0,-,NOVACTICA: General Ride/Attraction Operations - Skilled,SKILL
EMP_0025,Employee EMP_0025,RT,ATR,TWST.5.S,2025-07-13 00:00:00.0,2027-01-13 00:00:00.0,-,TWISTER: Reactive - Skilled,SKILL
EMP_0024,Employee EMP_0024,RT,ATR,RACE.1.S,2023-01-23 00:00:00.0,2033-01-23 00:00:00.0,-,RACEWAY: General Ride/Attraction Operations - Skilled,SKILL
EMP_0024,Employee EMP_0024,RT,ATR,RACE.2.DM.S,2023-04-05 00:00:00.0,2024-04-05 00:00:00.0,-,RACEWAY: Daily Mechanical Ride - Skilled,SKILL
ENG_M2_09,Employee ENG_M2_09,RT,ATR,PITR.4.MM.S,2022-10-25 00:00:00.0,2025-10-25 00:00:00.0,-,PIRATE SPIN: Monthly Mechanical Ride - Skilled,SKILL
ENG_M2_09,Employee ENG_M2_09,RT,ATR,RACE.5.S,2025-07-30 00:00:00.0,2027-07-30 00:00:00.0,-,RACEWAY: Reactive - Skilled,SKILL
EMP_0036,Employee EMP_0036,EAS,ATR,PITR.1.S,2023-06-18 00:00:00.0,2033-06-18 00:00:00.0,-,PIRATE SPIN: General Ride/Attraction Operations - Skilled,SKILL
EMP_0032,Employee EMP_0032,RT,ATR,APEX.4.MM.T.S,2024-05-29 00:00:00.0,2025-05-29 00:00:00.0,-,APEX DROP: Monthly Mechanical Train - Skilled,SKILL
EMP_0037,Employee EMP_0037,EAS,ATR,BLTZ.1.S,2023-06-09 00:00:00.0,2033-06-09 00:00:00.0,-,BLTZ: General Ride/Attraction Operations - Skilled,SKILL
EMP_0031,Employee EMP_0031,RT,ATR,SPIN.3.WM.C.S,2023-10-03 00:00:00.0,2024-10-03 00:00:00.0,-,SPINFIRE: Weekly Mechanical Car - Skilled,SKILL
EMP_0008,Employee EMP_0008,RT,ATR,SWNG.2.DM.S,2024-12-28 00:00:00.0,2027-12-28 00:00:00.0,-,SWINGSHIP: Daily Mechanical Ride - Skilled,SKILL
EMP_0008,Employee EMP_0008,RT,ATR,PITR.2.DM.S,2024-12-28 00:00:00.0,2027-12-28 00:00:00.0,-,PIRATE SPIN: Daily Mechanical Ride - Skilled,SKILL
ENG_M2_091,Employee ENG_M2_091,RT,ATR,SPIN.5.S,2023-01-01 00:00:00.0,2024-01-01 00:00:00.0,+,SPINFIRE: Reactive - Skilled,SKILL
ENG_M2_04,Employee ENG_M2_04,EL,ATR,SWNG.1.S,2021-05-11 00:00:00.0,2030-05-11 00:00:00.0,-,SWINGSHIP: General Ride/Attraction Operations - Skilled,SKILL
EMP_0015,Employee EMP_0015,EL,ATR,PPAT.1.S,2021-07-07 00:00:00.0,2030-07-07 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_02,Employee ENG_M1_02,RT,ATR,CRSL.1.S,2016-01-01 00:00:00.0,2036-01-01 00:00:00.0,-,ROYAL CAROUSEL: General Ride/Attraction Operations - Skilled,SKILL
EMP_0005,Employee EMP_0005,RT,ATR,MINE.1.S,2021-03-19 00:00:00.0,2031-03-19 00:00:00.0,-,RMT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_14,Employee ENG_M1_14,RT,ATR,CRSL.1.S,2019-05-16 00:00:00.0,2029-05-16 00:00:00.0,-,ROYAL CAROUSEL: General Ride/Attraction Operations - Skilled,SKILL
ENG_M1_14,Employee ENG_M1_14,RT,ATR,JUMP.1.S,2019-05-16 00:00:00.0,2030-05-16 00:00:00.0,-,Raj's Bouncy Bottom Burp: General Ride/Attraction Operations - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,MINE.1.S,2020-04-08 00:00:00.0,2030-04-08 00:00:00.0,-,RMT: General Ride/Attraction Operations - Skilled,SKILL
EMP_0005,Employee EMP_0005,RT,ATR,GLDE.1.S,2021-03-18 00:00:00.0,2031-03-18 00:00:00.0,-,GLDEIDE: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_10,Employee ENG_M2_10,RT,ATR,GLDE.1.S,2017-01-01 00:00:00.0,2037-01-01 00:00:00.0,-,GLDEIDE: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_15,Employee ENG_M2_15,RT,ATR,MINE.1.S,2020-04-08 00:00:00.0,2030-04-08 00:00:00.0,-,RMT: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_08,Employee ENG_M2_08,RT,ATR,GLDE.1.S,2022-04-05 00:00:00.0,2032-04-05 00:00:00.0,-,GLDEIDE: General Ride/Attraction Operations - Skilled,SKILL
ENG_M2_09,Employee ENG_M2_09,RT,ATR,NOVA.2.DM.R.S,2025-07-24 00:00:00.0,2026-07-24 00:00:00.0,-,NOVACTICA: Daily Mechanical Ride - Skilled,SKILL
ENG_M1_03,Employee ENG_M1_03,RT,ATR,CUPS.2.DM.S,2025-06-17 00:00:00.0,2028-06-17 00:00:00.0,-,Bugbie Go Round: Daily Mechanical Ride - Skilled,SKILL
ENG_M1_03,Employee ENG_M1_03,RT,ATR,APEX.2.DE.T.S,2025-08-07 00:00:00.0,2026-08-07 00:00:00.0,-,APEX DROP: Daily Electrical Shuttle - Skilled,SKILL
ENG_M1_03,Employee ENG_M1_03,RT,ATR,TWST.2.DM.T.S,2025-08-10 00:00:00.0,2026-08-10 00:00:00.0,-,TWISTER: Daily Mechanical Train - Skilled,SKILL
ENG_M1_03,Employee ENG_M1_03,RT,ATR,TWST.3.WM.T.S,2025-07-15 00:00:00.0,2026-07-15 00:00:00.0,-,TWISTER: Weekly Mechanical Train - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,NOVA.3.WE.GALP.S,2025-07-12 00:00:00.0,2026-07-12 00:00:00.0,-,NOVACTICA: Weekly Electrical Portal - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,HERO.1.S,2021-12-07 00:00:00.0,2026-12-07 00:00:00.0,-,JUSTINS HOUSE: General Ride/Attraction Operations - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,RACE.1.S,2021-06-14 00:00:00.0,2026-06-14 00:00:00.0,-,RACEWAY: General Ride/Attraction Operations - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,SPIN.2.AX.S,2022-05-20 00:00:00.0,2027-05-20 00:00:00.0,-,Spinfire: Assistants Support Ride - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,AQUA.2.AX.S,2021-06-13 00:00:00.0,2026-06-13 00:00:00.0,-,Aquanaut: Assistants Support Ride - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,AQUA.1.S,2021-06-14 00:00:00.0,2026-06-14 00:00:00.0,-,AQUANAUTS: General Ride/Attraction Operations - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,NOVA.2.DE.R.S,2025-08-25 00:00:00.0,2026-08-25 00:00:00.0,-,NOVACTICA: Daily Electrical Ride - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,RPDS.2.DE.R.S,2025-07-28 00:00:00.0,2027-07-28 00:00:00.0,-,RIVER RAPIDS: Daily Electrical Ride - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,CUPS.2.AX.S,2020-07-29 00:00:00.0,2025-07-29 00:00:00.0,-,Bugbie: Assistants Support Ride - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,MINE.2.DE.R.S,2025-08-25 00:00:00.0,2027-08-25 00:00:00.0,-,RMT: Daily Electrical Ride - Skilled,SKILL
EMP_0010,Employee EMP_0010,EL,ATR,INFR.2.DE.R.S,2025-08-01 00:00:00.0,2026-08-01 00:00:00.0,-,INFRERMAN: Daily Electrical Ride - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,PPAT.1.S,2020-07-30 00:00:00.0,2025-07-30 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
EMP_0037,Employee EMP_0037,EAS,ATR,BNCE.1.S,2022-05-08 00:00:00.0,2027-05-08 00:00:00.0,-,Characters Bounce: General Rides/Attractions Operations – Skilled,SKILL
EMP_0037,Employee EMP_0037,EAS,ATR,PPAT.1.S,2022-05-01 00:00:00.0,2027-05-01 00:00:00.0,-,POSTMAN PAT: General Ride/Attraction Operations - Skilled,SKILL
EMP_0037,Employee EMP_0037,EAS,ATR,RUSH.1.S,2022-07-20 00:00:00.0,2027-07-20 00:00:00.0,-,RUSH: General Ride/Attraction Operations - Skilled,SKILL
EMP_0035,Employee EMP_0035,EAS,ATR,NOVA.1.S,2021-06-18 00:00:00.0,2026-06-18 00:00:00.0,-,NOVACTICA: General Ride/Attraction Operations - Skilled,SKILL
ENG_A_10,Employee ENG_A_10,RT,ATR,BNCE.2.DM.S,2025-08-03 00:00:00.0,2028-08-03 00:00:00.0,-,Characters Bounce: Daily Mechanical Ride,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,HERO.5.S,2024-10-12 00:00:00.0,2027-10-12 00:00:00.0,-,JUSTINS HOUSE: Reactive - Skilled,SKILL
ENG_A_10,Employee ENG_A_10,RT,ATR,BNCE.5.S,2023-10-25 00:00:00.0,2026-10-25 00:00:00.0,-,Characters Bounce: Reactive - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,PPAT.2.DM.S,2025-03-29 00:00:00.0,2028-03-29 00:00:00.0,-,POSTMAN PAT: Daily Mechanical Ride - Skilled,SKILL
ENG_A_10,Employee ENG_A_10,RT,ATR,BNCE.3.WM.S,2025-06-26 00:00:00.0,2028-06-26 00:00:00.0,-,Characters Bounce: Weekly Mechanical Ride,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,CRSL.5.S,2025-07-13 00:00:00.0,2028-07-13 00:00:00.0,-,ROYAL CAROUSEL: Reactive - Skilled,SKILL
ENG_A_10,Employee ENG_A_10,RT,ATR,BLTZ.2.DM.R.S,2025-08-09 00:00:00.0,2026-08-09 00:00:00.0,-,BLTZ: Daily Mechanical Ride - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,PPAT.2.DE.S,2025-03-29 00:00:00.0,2028-03-29 00:00:00.0,-,POSTMAN PAT: Daily Electrical Ride - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,BNCE.5.S,2025-08-20 00:00:00.0,2028-08-20 00:00:00.0,-,Characters Bounce: Reactive - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,BLTZ.5.S,2025-08-24 00:00:00.0,2027-02-24 00:00:00.0,-,BLTZ: Reactive - Skilled,SKILL
ENG_M1_10,Employee ENG_M1_10,RT,ATR,KART.2.DM.S,2025-07-17 00:00:00.0,2028-07-17 00:00:00.0,-,GO KARTS: Daily Mechanical Ride - Skilled,SKILL
ENG_E1_09,Employee ENG_E1_09,EL,ATR,DRMS.6.AE.S,2024-02-08 00:00:00.0,2028-02-08 00:00:00.0,-,DRMS: Annual Electrical (Winter) Maintenance - Skilled,SKILL
EMP_0021,Employee EMP_0021,EL,ATR,CUPS.6.AE.S,2024-02-08 00:00:00.0,2028-02-08 00:00:00.0,-,Bugbie Go Round: Annual Electrical (Winter) Maintenance - Skilled,SKILL
ENG_M2_09,Employee ENG_M2_09,RT,ATR,FURY.2.DM.T.S,2025-08-22 00:00:00.0,2026-08-22 00:00:00.0,-,FURYSIS: Daily Mechanical Train - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,ATDG.2.DM.S,2024-06-28 00:00:00.0,2027-06-28 00:00:00.0,-,The Apex Thrill Park Dungeon: Daily Mechanical Ride - Skilled,SKILL
ENG_E1_10,Employee ENG_E1_10,EL,ATR,ATDG.5.S,2024-08-03 00:00:00.0,2027-08-03 00:00:00.0,-,The Apex Thrill Park Dungeon: Reactive - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,BLTZ.2.DM.R.S,2024-05-09 00:00:00.0,2025-05-09 00:00:00.0,-,BLTZ: Daily Mechanical Ride - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,BLTZ.4.MM.T.S,2019-10-23 00:00:00.0,2020-10-23 00:00:00.0,-,BLTZ: Monthly Mechanical Train - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,BLTZ.3.WM.T.S,2020-10-15 00:00:00.0,2021-10-15 00:00:00.0,-,BLTZ: Weekly Mechanical Train - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,CRSL.2.DM.S,2024-07-28 00:00:00.0,2027-07-28 00:00:00.0,-,ROYAL CAROUSEL: Daily Mechanical Ride - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,SPIN.3.WM.C.S,2022-07-09 00:00:00.0,2023-07-09 00:00:00.0,-,SPINFIRE: Weekly Mechanical Car - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,SPIN.3.WM.R.S,2022-04-07 00:00:00.0,2023-04-07 00:00:00.0,-,SPINFIRE: Weekly Mechanical Ride - Skilled,SKILL
EMP_0014,Employee EMP_0014,RT,ATR,SPIN.5.S,2023-06-14 00:00:00.0,2024-12-14 00:00:00.0,-,SPINFIRE: Reactive - Skilled,SKILL
